308.15,2.601164961722168e+16,0
318.15,6.7251746497610616e+16,0
323.15,1.0565677179076942e+17,0
328.15,1.6360366326345606e+17,0
333.15,2.4985056202287546e+17,0
338.15,3.76557798107896e+17,0
343.15,5.6040668889831546e+17,0
348.15,8.240181514672289e+17,0
353.15,1.1977320701940618e+18,0
358.15,1.7218161740978406e+18,0
363.15,2.4491811165284444e+18,0
368.15,3.448686360455414e+18,0
373.15,4.809129189328758e+18,0
378.15,6.64401651049491e+18,0
383.15,9.097225914567128e+18,0
388.15,1.2349668518900853e+19,0
393.15,1.6627071280026608e+19,0
